id,target
1377,0
1386,0
1387,0
1392,0
1397,0
1398,0
1400,0
1403,0
1404,0
1410,0
1413,0
1416,0
1417,0
1423,0
1424,0
1426,0
1427,1
1428,0
1430,0
1434,0
1435,0
1437,1
1438,0
1442,0
1446,1
1451,0
1457,0
1461,0
1462,1
1465,0
1468,0
1469,0
1471,1
1476,0
1478,0
1481,0
1489,0
1490,0
1492,0
1496,0
1512,0
1516,1
1517,0
1528,0
1529,0
1536,0
1539,0
1541,1
1542,1
1548,1
1550,1
1551,0
1552,0
1557,1
1563,1
1564,0
1565,1
1566,0
1571,1
1578,1
1581,0
1583,1
1584,1
1586,0
1589,0
1592,1
1598,1
1606,1
1612,1
1616,0
1620,0
1624,1
1629,0
1630,1
1635,0
1640,0
1641,0
1642,0
1651,0
1655,0
1656,0
1659,0
1664,0
1667,0
1668,0
1674,1
1678,1
1680,1
1681,0
1682,1
1685,1
1695,1
1696,1
1697,1
1704,0
1708,1
1711,0
1713,1
1714,1
1717,1
1729,1
1730,0
1732,1
1734,1
1736,0
1738,0
1742,1
1743,1
1746,1
1748,1
1749,1
1751,1
1758,0
1764,1
1765,0
1777,1
1778,1
1781,1
1782,0
1783,0
1785,1
1788,0
1793,1
1794,0
1795,0
1797,1
1800,1
1801,1
1805,0
1806,0
1819,1
1820,0
1825,0
1828,1
1829,0
1830,1
1839,0
1843,1
1844,0
1846,0
1849,1
1850,1
1854,0
1855,1
1858,0
1859,0
1862,1
1867,0
1868,1
1871,0
1872,0
1874,0
1876,1
1879,1
1884,0
1891,1
1894,1
1896,1
1902,1
1903,0
1904,1
1906,0
1907,0
1912,0
1913,1
1923,1
1926,0
1928,1
1930,1
1931,0
1934,1
1936,1
1944,0
1946,1
1947,0
1958,1
1964,1
1970,0
1974,1
1977,1
1978,0
1982,1
1984,0
1988,1
1993,1
1997,0
1998,1
2002,0
2004,0
2005,0
2008,0
2011,0
2013,0
2018,1
2021,0
2025,1
2029,0
2030,0
2032,0
2037,0
2041,1
2044,1
2048,0
2052,0
2053,1
2054,1
2062,0
2065,1
2066,0
2072,0
2079,0
2080,1
2085,0
2088,0
2090,0
2092,1
2093,1
2101,1
2104,0
2105,1
2106,0
2107,1
2120,1
2124,1
2127,0
2130,0
2132,1
2135,1
2137,1
2140,1
2143,1
2147,1
2151,1
2152,0
2155,0
2156,1
2162,0
2165,0
2166,0
2167,1
2168,0
2170,0
2178,0
2180,0
2182,1
2184,0
2185,0
2187,0
2196,0
2197,0
2199,0
2200,1
2201,0
2202,1
2206,1
2208,0
2218,1
2223,0
2224,1
2226,0
2228,0
2232,0
2234,1
2243,1
2247,1
2249,1
2252,1
2253,1
2259,1
2261,0
2264,1
2268,1
2269,1
2270,1
2276,1
2283,1
2287,0
2290,1
2291,1
2293,1
2295,1
2302,1
2305,1
2310,1
2313,1
2316,1
2320,0
2322,1
2323,0
2326,0
2328,1
2331,0
2335,1
2338,0
2343,1
2344,1
2345,0
2353,1
2355,0
2357,1
2360,1
2365,0
2369,1
2371,1
2378,1
2380,0
2381,0
2383,1
2384,1
2392,1
2393,1
2401,0
2403,1
2404,1
2405,1
2407,1
2411,0
2424,1
2426,0
2431,1
2433,0
2434,0
2436,0
2439,0
2444,1
2447,1
2448,1
2449,1
2450,0
2461,1
2469,1
2472,1
2473,1
2474,0
2477,1
2481,1
2484,1
2495,1
2503,1
2509,0
2511,0
2518,0
2522,0
2525,0
2526,0
2529,0
2533,0
2549,1
2551,1
2558,0
2562,0
2563,0
2567,0
2574,0
2577,0
2578,0
2580,0
2581,0
2583,0
2584,0
2586,0
2589,1
2595,0
2596,0
2600,1
2601,1
2607,1
2610,0
2613,0
2615,0
2618,1
2620,0
2623,0
2626,0
2630,0
2634,0
2636,0
2638,0
2639,0
2646,0
2650,0
2652,0
2653,0
2654,1
2662,0
2665,0
2669,1
2674,0
2678,1
2681,1
2685,0
2686,1
2690,1
2697,0
2699,0
2704,0
2705,1
2710,1
2712,1
2713,0
2716,1
2717,0
2718,1
2721,1
2722,0
2735,0
2737,1
2738,1
2742,0
2745,0
2746,0
2747,0
2750,1
2751,1
2754,1
2762,1
2764,1
2772,0
2775,0
2776,0
2779,1
2781,0
2789,1
2790,1
2791,1
2798,0
2800,1
2804,0
2805,1
2806,0
2809,1
2810,1
2812,0
2814,0
2816,1
2818,0
2823,1
2824,0
2834,0
2837,0
2840,1
2845,1
2847,0
2848,1
2850,0
2859,0
2862,1
2868,0
2874,0
2876,1
2892,0
2894,1
2897,1
2901,1
2903,1
2904,0
2906,1
2914,1
2918,1
2919,0
2923,0
2926,0
2928,1
2930,0
2938,1
2940,1
2949,0
2951,1
2958,0
2961,0
2962,1
2964,0
2966,0
2967,1
2968,0
2972,1
2977,0
2978,0
2979,0
2981,0
2985,0
2986,1
2989,0
2994,1
2996,0
2997,0
2999,0
3002,1
3007,0
3008,1
3017,0
3020,0
3024,0
3028,1
3031,0
3032,1
3033,1
3035,0
3040,0
3041,0
3046,1
3050,1
3063,0
3065,0
3067,0
3069,0
3076,0
3078,1
3081,0
3087,1
3088,0
3094,0
3096,0
3098,0
3103,0
3110,0
3113,0
3121,0
3127,0
3128,0
3129,0
3135,0
3143,0
3146,0
3148,0
3149,0
3151,0
3156,0
3160,0
3164,1
3169,1
3178,0
3187,0
3194,0
3202,0
3203,0
3204,0
3206,0
3207,0
3208,0
3209,0
3213,0
3214,0
3215,0
3220,0
3223,1
3224,0
3226,0
3228,0
3230,0
3232,0
3233,0
3234,0
3238,0
3246,1
3247,0
3250,0
3251,0
3254,0
3257,1
3258,0
3261,0
3267,1
3268,0
3269,0
3271,0
3272,0
3273,0
3279,1
3290,0
3291,0
3293,1
3294,0
3298,1
3305,1
3306,1
3307,0
3310,1
3313,1
3314,1
3315,1
3316,1
3321,1
3325,1
3326,1
3327,0
3330,1
3331,0
3332,0
3333,0
3343,0
3344,0
3348,0
3349,0
3350,1
3352,1
3353,1
3354,1
3358,0
3360,0
3366,0
3371,1
3374,0
3375,0
3378,1
3382,0
3384,0
3385,1
3386,0
3392,1
3399,0
3407,0
3409,0
3416,1
3420,1
3422,0
3424,0
3426,1
3427,0
3434,1
3438,0
3441,0
3442,1
3443,0
3444,0
3449,0
3453,0
3454,0
3456,0
3457,0
3458,0
3461,0
3467,1
3479,0
3488,0
3491,0
3496,0
3502,0
3507,0
3511,0
3515,0
3516,0
3538,0
3539,0
3541,1
3545,1
3546,0
3547,0
3551,0
3553,1
3556,0
3558,1
3559,0
3561,1
3562,0
3563,1
3564,1
3571,0
3574,1
3576,1
3577,0
3579,0
3580,1
3586,0
3590,0
3599,0
3600,0
3601,0
3605,0
3606,0
3612,1
3614,0
3615,0
3616,0
3620,1
3622,0
3624,0
3630,1
3644,0
3649,1
3651,1
3654,1
3665,0
3668,0
3671,0
3672,0
3673,0
3677,0
3678,1
3687,1
3688,1
3693,0
3698,0
3699,0
3701,0
3703,1
3706,0
3707,1
3709,1
3711,1
3714,1
3716,1
3720,0
3728,1
3731,1
3732,0
3733,1
3734,0
3740,0
3746,1
3749,0
3751,1
3755,1
3757,1
3762,1
3767,0
3769,0
3779,0
3781,0
3782,0
3783,1
3784,0
3790,1
3791,1
3792,1
3794,0
3799,1
3801,1
3804,1
3808,1
3809,0
3811,0
3813,0
3817,1
3818,0
3823,1
3843,0
3844,1
3846,0
3847,0
3852,1
3854,1
3856,0
3863,1
3865,0
3867,1
3871,0
3872,1
3878,0
3880,0
3881,1
3882,0
3883,0
3884,0
3885,0
3886,0
3890,1
3891,0
3898,1
3902,0
3909,0
3910,1
3912,1
3915,1
3918,1
3920,1
3925,1
3928,1
3929,1
3930,1
3931,1
3934,1
3939,1
3941,1
3942,1
3943,0
3946,1
3963,0
3965,1
3966,0
3971,1
3972,0
3974,0
3976,0
3978,1
3981,1
3985,1
3986,0
3987,0
3988,0
3991,0
3999,1
4001,1
4002,0
4004,0
4007,1
4009,0
4013,1
4015,0
4016,1
4023,1
4031,1
4035,0
4036,1
4037,1
4040,0
4048,0
4053,1
4056,1
4059,1
4066,0
4067,0
4069,1
4070,0
4071,0
4073,0
4074,1
4075,0
4082,1
4090,0
4099,0
4102,0
4106,1
4109,0
4110,0
4115,0
4118,1
4120,1
4125,0
4126,0
4130,1
4134,1
4136,0
4137,1
4144,0
4148,1
4151,1
4155,1
4162,0
4165,1
4169,0
4174,1
4179,1
4185,0
4186,0
4187,0
4188,1
4190,1
4192,0
4193,1
4194,0
4195,0
4196,1
4207,0
4208,0
4215,0
4217,1
4222,0
4223,1
4226,0
4228,0
4229,1
4231,0
4234,0
4236,0
4249,0
4254,1
4258,0
4259,0
4263,1
4267,0
4277,0
4278,1
4280,1
4283,1
4285,0
4286,0
4287,1
4290,1
4291,0
4294,0
4302,1
4308,0
4310,1
4311,1
4315,0
4316,1
4319,0
4331,0
4338,0
4339,1
4340,1
4344,1
4346,1
4347,1
4360,0
4364,1
4367,1
4369,1
4370,1
4371,1
4380,1
4386,0
4389,0
4390,0
4394,0
4399,0
4400,1
4404,0
4409,0
4414,1
4417,0
4418,1
4419,0
4420,1
4422,0
4429,1
4431,1
4433,1
4434,0
4439,1
4443,0
4446,1
4447,1
4453,1
4460,0
4461,1
4462,0
4467,0
4469,1
4473,0
4474,0
4475,0
4477,0
4481,0
4483,0
4484,1
4485,1
4495,1
4497,0
4500,1
4501,0
4502,1
4505,1
4506,1
4510,0
4512,0
4513,1
4532,0
4535,1
4536,0
4540,1
4545,1
4552,1
4554,1
4555,1
4558,0
4559,0
4560,0
4566,0
4570,1
4572,0
4574,0
4581,1
4583,1
4586,1
4591,1
4594,0
4603,1
4605,0
4612,1
4613,0
4615,1
4618,0
4621,0
4623,0
4626,1
4629,1
4633,0
4636,1
4638,1
4640,0
4643,0
4645,0
4647,1
4648,0
4651,0
4652,1
4653,0
4654,0
4660,1
4662,1
4663,0
4665,1
4668,1
4676,1
4683,1
4685,0
4686,1
4701,1
4718,1
4721,0
4727,0
4728,0
4733,0
4741,0
4743,0
4746,0
4751,0
4756,0
4761,1
4763,1
4764,1
4767,1
4772,0
4776,0
4780,0
4781,1
4792,0
4796,0
4801,0
4804,1
4805,0
4806,1
4811,0
4815,1
4816,0
4817,0
4818,0
4822,1
4824,1
4827,0
4837,0
4838,1
4839,1
4841,1
4851,1
4855,0
4861,0
4862,1
4863,1
4865,0
4871,0
4873,1
4880,1
4885,1
4886,1
4902,1
4904,1
4907,1
4916,1
4921,1
4925,1
4927,1
4928,0
4930,1
4932,0
4933,0
4937,0
4939,0
4941,0
4942,0
4947,0
4949,1
4950,1
4956,1
4960,0
4963,0
4965,0
4976,0
4977,0
4987,0
4991,0
4994,0
4999,0
5003,0
5006,0
5009,0
5011,1
5012,0
5014,1
5020,0
5021,0
5023,0
5026,1
5030,0
5031,0
5036,0
5042,0
5045,0
5048,0
5051,0
5053,0
5054,0
5057,0
5058,0
5066,1
5070,1
5077,0
5081,1
5084,1
5086,1
5090,1
5091,1
5093,1
5100,1
5108,1
5111,0
5112,0
5118,0
5121,0
5123,0
5129,0
5133,0
5143,0
5147,0
5151,0
5156,0
5158,0
5161,0
5163,0
5167,0
5173,1
5205,1
5214,0
5215,0
5216,0
5217,0
5225,0
5237,1
5239,1
5240,0
5241,0
5246,0
5250,1
5253,0
5258,1
5261,0
5268,1
5275,1
5277,1
5279,1
5288,0
5289,1
5294,1
5303,1
5307,1
5311,1
5312,0
5314,0
5318,0
5327,0
5329,1
5333,0
5334,0
5340,0
5348,1
5358,0
5360,0
5361,0
5363,0
5364,0
5369,0
5370,0
5374,0
5376,0
5388,1
5390,0
5393,0
5394,0
5395,0
5398,0
5399,0
5401,0
5402,0
5405,0
5414,0
5415,1
5419,0
5421,1
5422,1
5424,0
5427,0
5429,0
5431,1
5433,1
5434,0
5435,0
5436,0
5438,1
5440,0
5441,0
5447,0
5451,1
5453,1
5456,0
5457,1
5463,1
5464,0
5470,0
5472,1
5474,0
5478,1
5483,1
5490,1
5500,0
5504,0
5508,0
5511,0
5512,1
5513,1
5516,1
5523,0
5527,0
5530,0
5533,0
5536,0
5537,1
5542,0
5543,1
5546,0
5549,0
5550,1
5551,1
5562,0
5566,0
5568,0
5571,0
5572,0
5574,0
5583,0
5585,0
5591,0
5596,0
5597,0
5601,1
5606,1
5607,0
5610,0
5615,0
5616,1
5623,1
5630,1
5636,0
5637,0
5639,0
5640,0
5643,0
5648,0
5649,1
5660,1
5666,0
5667,0
5678,0
5679,1
5681,1
5682,0
5691,0
5696,1
5697,1
5700,0
5701,0
5702,0
5708,0
5709,1
5718,1
5723,1
5725,0
5728,1
5731,0
5735,1
5737,1
5738,1
5742,0
5747,1
5749,1
5750,1
5755,1
5756,1
5761,1
5762,0
5767,0
5768,1
5770,0
5773,1
5774,0
5779,1
5782,1
5785,0
5786,0
5787,1
5788,0
5796,0
5802,0
5806,0
5809,1
5810,0
5811,1
5813,0
5820,1
5823,0
5830,0
5831,0
5838,0
5839,1
5844,0
5846,1
5851,0
5852,0
5857,1
5859,1
5860,0
5862,1
5865,0
5866,0
5871,0
5872,1
5877,0
5878,0
5879,1
5880,0
5895,0
5897,1
5910,0
5914,0
5915,0
5917,0
5924,0
5926,0
5931,1
5936,0
5940,0
5941,1
5945,0
5946,0
5948,0
5951,0
5967,0
5968,0
5969,1
5970,0
5971,0
5973,1
5976,0
5977,0
5984,0
5986,1
5993,1
5994,1
6005,0
6006,1
6008,1
6010,1
6011,1
6014,1
6016,1
6018,1
6021,1
6025,0
6028,0
6029,1
6035,1
6040,1
6042,0
6044,1
6046,1
6052,1
6054,1
6062,1
6063,0
6067,0
6068,1
6077,1
6079,1
6080,0
6081,1
6082,0
6089,0
6095,0
6101,1
6107,1
6114,1
6117,0
6121,1
6122,0
6124,1
6129,0
6131,1
6136,0
6139,1
6142,0
6143,1
6144,1
6149,0
6155,1
6157,0
6158,0
6161,0
6168,0
6172,0
6176,0
6177,0
6179,0
6180,1
6182,0
6186,1
6189,1
6190,0
6194,1
6204,1
6205,0
6209,1
6210,1
6212,0
6214,1
6221,1
6225,1
6228,0
6229,1
6231,0
6235,0
6236,0
6237,0
6238,1
6239,0
6242,0
6249,0
6250,0
6251,1
6252,0
6260,0
6264,1
6266,0
6270,1
6275,0
6279,1
6280,0
6284,1
6285,0
6286,1
6287,0
6288,0
6289,0
6290,0
6291,0
6295,0
6298,0
6307,0
6308,1
6309,0
6313,0
6316,0
6319,0
6321,0
6324,0
6327,0
6333,0
6351,1
6352,1
6353,0
6357,1
6359,1
6360,1
6364,0
6367,1
6368,1
6377,0
6378,0
6379,0
6381,0
6390,1
6401,0
6408,0
6409,0
6411,0
6419,1
6424,1
6426,0
6428,0
6431,0
6432,1
6433,1
6435,0
6437,0
6439,0
6442,0
6444,0
6447,0
6456,0
6457,1
6460,1
6468,0
6471,0
6475,0
6476,0
6479,0
6483,0
6487,0
6488,1
6489,0
6496,0
6498,1
6502,1
6503,0
6507,0
6508,1
6509,0
6517,0
6521,0
6522,1
6524,0
6526,0
6531,0
6533,1
6538,1
6539,1
6544,1
6557,1
6558,1
6562,0
6563,1
6564,1
6574,1
6578,1
6581,0
6584,1
6587,0
6589,1
6590,0
6592,1
6595,1
6599,0
6600,0
6606,0
6609,1
6612,0
6615,0
6618,0
6620,0
6623,0
6633,1
6639,0
6640,1
6641,0
6645,0
6650,1
6651,0
6652,1
6657,0
6659,1
6666,0
6671,1
6673,1
6674,0
6677,0
6680,0
6684,0
6685,0
6691,0
6692,1
6696,1
6698,1
6704,1
6705,1
6710,0
6713,0
6715,1
6717,0
6718,0
6720,0
6728,0
6732,0
6733,1
6739,0
6740,1
6741,1
6743,0
6747,0
6750,1
6752,0
6753,1
6755,1
6761,1
6763,1
6768,0
6770,0
6771,0
6777,1
6778,0
6780,0
6782,1
6786,1
6791,1
6797,1
6798,1
6803,1
6805,0
6812,0
6816,1
6818,0
6822,0
6825,0
6826,0
6827,0
6829,0
6831,1
6836,0
6838,0
6840,0
6842,1
6846,0
6851,1
6853,1
6856,1
6859,0
6865,1
6866,1
6868,0
6869,1
6871,0
6873,0
6886,1
6887,1
6888,1
6889,0
6891,1
6894,0
6895,1
6899,0
6901,1
6902,1
6904,0
6906,1
6922,0
6923,0
6924,1
6927,1
6934,1
6938,1
6941,1
6942,1
6944,0
6947,0
6952,0
6957,0
6958,0
6964,1
6968,1
6969,0
6976,0
6982,0
6986,1
6987,0
6989,1
6991,1
6993,0
6995,1
6997,1
7000,0
7003,0
7004,1
7007,0
7011,0
7014,0
7016,0
7017,0
7020,1
7022,1
7028,1
7033,0
7034,1
7035,0
7038,0
7040,1
7041,0
7042,1
7045,0
7049,0
7055,0
7057,0
7062,1
7064,1
7066,1
7067,0
7072,0
7079,0
7082,1
7083,0
7084,0
7085,0
7087,0
7090,0
7094,1
7096,1
7099,1
7100,1
7101,1
7102,1
7103,1
7107,0
7110,0
7113,1
7117,0
7119,1
7123,0
7127,1
7133,1
7139,1
7143,1
7145,1
7151,0
7152,1
7153,1
7156,1
7162,1
7170,1
7172,1
7177,1
7181,1
7182,1
7189,0
7190,1
7200,1
7207,0
7209,1
7212,1
7216,1
7217,1
7219,1
7220,1
7222,0
7225,0
7233,0
7237,1
7238,1
7239,1
7240,0
7243,0
7245,0
7246,0
7249,1
7257,1
7258,1
7259,1
7262,1
7263,1
7269,1
7271,1
7273,1
7276,1
7279,1
7282,1
7284,1
7293,1
7298,1
7303,1
7304,1
7305,1
7308,1
7313,1
7314,1
7321,1
7322,1
7327,1
7333,1
7336,1
7339,1
7341,0
7346,0
7347,1
7349,1
7351,0
7353,0
7363,1
7364,1
7368,0
7370,1
7375,1
7376,0
7379,0
7382,1
7384,1
7385,1
7387,1
7388,0
7389,0
7394,0
7396,0
7398,1
7399,1
7401,1
7404,1
7406,1
7409,0
7411,0
7417,0
7420,1
7422,1
7423,0
7427,0
7429,0
7432,1
7435,0
7436,0
7440,0
7441,0
7445,0
7448,0
7449,0
7450,1
7454,0
7455,0
7460,0
7462,0
7464,0
7466,0
7468,0
7469,0
7471,1
7472,1
7483,0
7484,0
7485,0
7486,0
7487,0
7489,1
7492,0
7495,0
7499,0
7500,0
7506,0
7508,1
7509,0
7511,1
7516,0
7524,1
7538,0
7539,0
7541,0
7546,0
7549,0
7562,0
7564,0
7567,0
7572,0
7574,0
7575,0
7586,0
7592,0
7596,1
7597,0
7599,1
7606,1
7615,1
7618,1
7620,0
7624,1
7625,1
7629,0
7632,1
7636,1
7637,1
7646,0
7655,0
7658,0
7660,0
7664,1
7665,0
7666,0
7667,0
7673,0
7676,1
7682,1
7684,0
7690,0
7697,0
7700,0
7704,0
7705,1
7706,0
7708,0
7709,0
7710,0
7713,1
7716,0
7726,1
7729,1
7730,0
7732,1
7734,0
7740,0
7741,0
7745,1
7757,1
7762,0
7770,0
7776,0
7777,1
7778,0
7779,0
7782,0
7786,0
7791,0
7792,0
7794,1
7795,0
7796,0
7798,0
7805,0
7806,0
7808,0
7811,0
7814,0
7819,0
7820,0
7825,0
7829,0
7834,0
7836,0
7838,0
7841,0
7845,0
7846,0
7853,0
7856,0
7858,0
7859,1
7866,0
7875,1
7879,0
7884,0
7886,1
7890,0
7892,0
7896,0
7899,1
7900,0
7901,0
7904,0
7911,1
7917,1
7919,0
7920,1
7921,1
7922,0
7925,1
7927,0
7928,1
7931,1
7942,1
7946,1
7947,0
7948,1
7951,0
7956,0
7961,0
7964,0
7966,0
7967,1
7974,0
7975,0
7979,0
7985,0
7986,0
7993,0
7995,0
7997,0
7998,0
8004,0
8007,0
8011,0
8014,0
8022,0
8027,1
8033,0
8041,0
8042,0
8046,1
8048,0
8050,0
8051,1
8052,1
8053,0
8054,1
8059,1
8063,0
8072,0
8075,1
8076,0
8077,1
8078,1
8080,0
8082,0
8086,0
8090,0
8092,0
8093,1
8099,0
8104,1
8107,0
8108,0
8114,0
8115,0
8117,0
8123,0
8124,0
8127,1
8132,1
8134,0
8139,0
8145,0
8148,0
8151,0
8152,0
8153,1
8157,0
8160,1
8166,0
8167,0
8173,1
8174,0
8178,1
8179,0
8185,1
8186,0
8192,0
8193,0
8194,0
8197,0
8198,0
8199,0
8200,0
8206,0
8207,0
8220,0
8222,0
8227,0
8228,0
8229,1
8230,0
8233,0
8248,1
8249,0
8255,0
8260,1
8263,1
8265,0
8268,0
8269,1
8272,0
8273,0
8275,0
8277,1
8281,0
8282,0
8290,0
8293,1
8299,0
8302,0
8303,0
8305,0
8306,1
8307,0
8308,0
8313,0
8316,0
8319,1
8322,0
8323,0
8325,0
8326,1
8327,0
8328,0
8331,0
8333,0
8336,0
8338,0
8340,0
8342,1
8343,0
8353,0
8354,0
8357,0
8358,1
8359,0
8373,1
8376,1
8379,1
8380,1
8381,1
8384,1
8395,1
8398,0
8403,1
8407,0
8413,0
8417,0
8420,0
8421,0
8424,0
8426,0
8427,0
8438,0
8439,0
8442,1
8449,1
8456,0
8460,1
8462,0
8465,0
8466,0
8467,1
8469,1
8470,1
8474,0
8479,0
8481,0
8482,1
8485,0
8488,0
8492,1
8493,0
8495,1
8499,1
8501,1
8519,1
8521,1
8525,1
8527,1
8529,1
8532,0
8534,1
8535,0
8537,1
8544,1
8548,0
8549,0
8552,1
8554,1
8563,1
8564,1
8565,0
8566,1
8568,1
8569,0
8573,0
8583,1
8588,1
8590,1
8592,1
8593,0
8594,1
8597,0
8600,0
8601,1
8602,0
8603,1
8604,1
8605,0
8611,1
8614,1
8616,0
8617,0
8619,0
8626,1
8629,1
8630,0
8632,1
8634,0
8641,1
8645,1
8649,0
8652,0
8666,1
8671,1
8672,0
8675,0
8678,0
8679,0
8682,0
8687,0
8701,0
8703,0
8707,0
8713,0
8716,0
8719,0
8725,0
8730,1
8731,1
8748,0
8749,1
8756,1
8764,1
8765,1
8769,0
8771,1
8772,1
8773,1
8779,1
8792,0
8794,0
8796,0
8798,1
8803,1
8807,0
8809,1
8811,0
8813,1
8814,1
8818,1
8819,0
8820,1
8821,0
8822,1
8824,0
8826,0
8827,1
8828,1
8833,1
8834,1
8845,0
8847,1
8849,0
8861,0
8867,1
8868,1
8870,0
8873,0
8874,1
8876,0
8877,1
8879,1
8882,1
8884,0
8889,1
8891,1
8894,1
8895,1
8897,1
8898,1
8901,0
8904,1
8909,1
8910,1
8911,0
8915,0
8917,0
8918,0
8919,0
8922,1
8925,1
8928,0
8929,0
8930,0
8932,0
8937,1
8940,1
8943,0
8950,0
8951,0
8954,0
8958,1
8960,1
8964,1
8975,0
8977,1
8981,0
8982,0
8984,0
8988,0
8990,1
8991,1
8995,1
8997,0
9003,0
9004,0
9010,1
9011,0
9013,0
9014,1
9015,0
9017,0
9019,0
9021,1
9024,1
9032,1
9035,1
9036,1
9037,0
9043,1
9046,1
9048,1
9049,1
9050,1
9056,1
9063,1
9065,0
9066,1
9068,1
9069,1
9070,1
9073,1
9076,1
9091,1
9092,1
9104,1
9105,1
9108,1
9111,1
9115,1
9117,1
9122,1
9125,1
9127,1
9129,1
9133,1
9136,1
9138,1
9140,1
9147,0
9150,0
9152,0
9153,0
9155,0
9158,0
9160,1
9163,0
9165,0
9167,0
9168,0
9170,1
9176,0
9178,0
9184,0
9186,0
9188,1
9189,1
9190,0
9196,0
9198,1
9199,1
9200,0
9201,0
9202,0
9204,0
9205,0
9213,0
9214,0
9224,1
9227,0
9228,0
9229,0
9234,0
9236,0
9241,0
9243,0
9245,0
9256,0
9258,0
9261,0
9274,0
9279,0
9282,0
9284,0
9285,0
9291,0
9295,0
9299,0
9302,0
9304,1
9305,0
9306,1
9310,0
9312,0
9316,0
9318,0
9323,1
9326,0
9327,0
9328,1
9331,0
9335,0
9336,0
9340,1
9349,0
9352,0
9353,0
9354,0
9356,0
9357,0
9358,0
9359,0
9364,0
9366,0
9369,1
9370,1
9379,1
9381,0
9383,0
9389,0
9390,1
9392,0
9394,0
9398,0
9399,0
9400,0
9407,1
9409,0
9412,0
9413,0
9415,1
9419,0
9423,1
9424,1
9426,0
9427,0
9428,0
9429,0
9433,0
9437,1
9440,1
9442,0
9443,0
9444,1
9447,0
9459,0
9461,0
9462,1
9464,0
9473,0
9475,1
9476,0
